run,arm,epoch,checkpoint,eval_set,n_eval,n_videos,n_heico_videos,ood_procedure_in_train,baseline_run,baseline_epoch,selected,bucket_mean,acc_ID,acc_OOD,margin_ID,margin_OOD,aggregation_ID,object_recognition_ID,aggregation_OOD,object_recognition_OOD,macro_f1_ID,macro_f1_OOD,d_bucket_mean_vs_A2_ep3
42_merged_v1,42_merged_corpus,1,checkpoint-1212,8 held-out videos (1283 q),1283,8,2,True,21_lr_2e4_v1,3,False,0.5648847718336971,0.6004140786749482,0.52375,0.20703933747412007,0.13125000000000003,0.44206008583690987,0.748,0.3254156769596199,0.7440633245382586,0.8353867325261363,0.8168382071742514,-0.06929607237996938
42_merged_v1,42_merged_corpus,2,checkpoint-2424,8 held-out videos (1283 q),1283,8,2,True,21_lr_2e4_v1,3,False,0.6241617935023538,0.650103519668737,0.59375,0.25672877846790887,0.20124999999999998,0.5107296137339056,0.78,0.42755344418052255,0.7783641160949868,0.8595504049667987,0.8531736741028355,-0.010019050711312705
42_merged_v1,42_merged_corpus,3,checkpoint-3636,8 held-out videos (1283 q),1283,8,2,True,21_lr_2e4_v1,3,False,0.6262348614194053,0.6811594202898551,0.565,0.28778467908902694,0.17249999999999993,0.5150214592274678,0.836,0.3491686460807601,0.8047493403693932,0.8931838601649922,0.8543705723690816,-0.007945982794261175
42_merged_v1,42_merged_corpus,4,checkpoint-4848,8 held-out videos (1283 q),1283,8,2,True,21_lr_2e4_v1,3,True,0.6744034086762798,0.7349896480331263,0.6075,0.3416149068322981,0.21500000000000002,0.5965665236051502,0.864,0.4085510688836104,0.8284960422163589,0.9056998852938148,0.8923730391057416,0.0402225644626133
42_merged_v1,42_merged_corpus,5,checkpoint-6060,8 held-out videos (1283 q),1283,8,2,True,21_lr_2e4_v1,3,False,0.6591703484122964,0.7184265010351967,0.59375,0.3250517598343685,0.20124999999999998,0.5708154506437768,0.856,0.3919239904988123,0.8179419525065963,0.9027032749858837,0.8791295654007675,0.024989504198629886
