run,epoch,checkpoint,baseline_run,flip_probability,n_flipped_train_rows,lr,lora_rank,lora_alpha,proxy_leaderboard,aggregation_ID,object_recognition_ID,bucket_mean,acc_ID,acc_OOD,margin_ID,margin_OOD,number_margin_ID,number_margin_OOD,fo_class_macro_f1_ID,fo_class_macro_f1_OOD,clips_r_pooled,clips_bias,transformable_delta,transformable_ci_low,transformable_ci_high,transformable_excludes_0,d_proxy_vs_armA_same_epoch,d_margin_OOD_vs_armA_same_epoch
24_flip_p25_v1,1,checkpoint-901,21_lr_1e4_v1,0.25,3634,0.0001,8,32,0.4857148051192553,0.381151832460733,0.5902777777777778,0.5440417162851179,0.5017761989342806,0.60525,0.1647424511545293,0.1454999999999999,0.0690104166666666,-0.0158371040723981,0.4705602273928845,0.6303925505725879,0.4987513735823599,-1.3274596182085163,-0.0383254182266454,-0.0940548526267254,0.0169326728578419,False,-0.0170573169155193,-0.017
24_flip_p25_v1,2,checkpoint-1802,21_lr_1e4_v1,0.25,3634,0.0001,8,32,0.5832379936655678,0.4596858638743455,0.7067901234567902,0.6205837027151369,0.6021314387211367,0.66325,0.2650976909413854,0.2035,0.1328125,0.0188536953242835,0.5505431841131839,0.6862732528098445,0.6355331799240814,-0.9574155653450808,0.0115800516876325,-0.0371315416493844,0.0570341574068916,False,0.0153218117768728,-0.01
24_flip_p25_v1,3,checkpoint-2703,21_lr_1e4_v1,0.25,3634,0.0001,8,32,0.6008463415422403,0.48795811518324606,0.7137345679012346,0.6333486609671986,0.6181172291296625,0.6705,0.2810834813499112,0.21075,0.16406250000000003,0.0339366515837104,0.5619574921956758,0.6958655379514146,0.6370321819014944,-0.6886930983847281,0.03022325245608789,-0.008135113008719169,0.07123968011897913,False,0.010719652898972254,-0.005249999999999977
