temperature,n,n_unique_mean,entropy_mean,mode_share_mean,acc_greedy,acc_voted,mode_closer_than_greedy,mode_farther_than_greedy
0.3,209,1.5502392344497609,0.3934641339326968,0.8648325358851675,0.6363636363636364,0.6363636363636364,0.03827751196172249,0.03349282296650718
0.7,209,2.062200956937799,0.698975861136006,0.7739234449760766,0.6363636363636364,0.6363636363636364,0.06698564593301436,0.04784688995215311
1.0,209,2.373205741626794,0.9028672651106204,0.7093301435406698,0.6363636363636364,0.6507177033492823,0.09569377990430622,0.06220095693779904
