arm,acc_overall,acc_ID,acc_OOD,acc_fmt_fo_class,acc_fmt_open_ended,acc_fmt_multiple_choice,acc_fmt_number,acc_fmt_binary,acc_bucket_object_recognition_ID,n_bucket_object_recognition_ID,acc_bucket_object_recognition_OOD,n_bucket_object_recognition_OOD,acc_bucket_aggregation_ID,n_bucket_aggregation_ID,acc_bucket_aggregation_OOD,n_bucket_aggregation_OOD,acc_bucket_temporal_grounding_ID,n_bucket_temporal_grounding_ID,bucket_mean,trivial_floor_val_majority_fo_class,trivial_floor_val_majority_open_ended,trivial_floor_val_majority_multiple_choice,trivial_floor_val_majority_number,trivial_floor_val_majority_binary,trivial_floor_train_prior_fo_class,trivial_floor_train_prior_open_ended,trivial_floor_train_prior_multiple_choice,trivial_floor_train_prior_number,trivial_floor_train_prior_binary
a0_real,0.5674984005118362,0.5244227353463587,0.59175,0.5895327102803738,0.6391382405745063,0.7623762376237624,0.43170964660936006,0.7693370165745856,0.6026234567901234,1296,0.6131764705882353,2125,0.4178010471204188,955,0.5674666666666667,1875,1.0,1,0.550266910291361,0.2691588785046729,0.10771992818671454,0.3217821782178218,0.3519579751671442,0.5593922651933702,0.2691588785046729,0.10771992818671454,0.3118811881188119,0.3519579751671442,0.44060773480662985
a1_black,0.26807421625079975,0.2673179396092362,0.2685,0.07065420560747664,0.4488330341113106,0.32673267326732675,0.3519579751671442,0.5994475138121547,0.2569444444444444,1296,0.08047058823529411,2125,0.28167539267015707,955,0.4816,1875,0.0,1,0.2751726063374739,0.2691588785046729,0.10771992818671454,0.3217821782178218,0.3519579751671442,0.5593922651933702,0.2691588785046729,0.10771992818671454,0.3118811881188119,0.3519579751671442,0.44060773480662985
a2_shuffled,0.3440499040307102,0.27797513321492007,0.38125,0.23028037383177571,0.5152603231597845,0.2623762376237624,0.35673352435530087,0.6187845303867403,0.26774691358024694,1296,0.28611764705882353,2125,0.29214659685863875,955,0.48906666666666665,1875,0.0,1,0.333769456041094,0.2691588785046729,0.10771992818671454,0.3217821782178218,0.3519579751671442,0.5593922651933702,0.2691588785046729,0.10771992818671454,0.3118811881188119,0.3519579751671442,0.44060773480662985
