run,model,bucket_mean,acc_ID,acc_OOD,floor_ID,floor_OOD,margin_ID,margin_OOD,acc_fo_class,acc_number,acc_binary,acc_open_ended,acc_multiple_choice,n_questions,date,notes
14_appearance_aug_v1__eval_checkpoint-1720,Qwen3-VL-8B + LoRA r8 ViT+LLM + wb_afifi5+illum_sev12 (checkpoint-1720),0.5641755727033881,0.5324156305506217,0.6155,0.3370337477797513,0.45975,0.19538188277087037,0.15575000000000006,0.628785046728972,0.42550143266475643,0.7720994475138122,0.6624775583482945,0.7920792079207921,6252,2026-07-24,"single variable vs 06-vit-lora: seeded appearance augmentation (WB error + illumination severity 1-2) on the TRAINING images only; eval set untouched. Row = checkpoint-1720 (ep2), the rung's best epoch on its pre-registered target margin_OOD. Per-epoch detail in RESULTS_epochs.csv; paired video-clustered CIs vs rung 06 in RESULTS_paired_ci.csv. VERDICT: NULL -- margin_OOD +0.0078, CI [-0.0038, +0.0195] includes zero."
