checkpoint,bucket_mean,d_bucket_mean_vs_06,acc_ID,acc_OOD,margin_ID,margin_OOD,d_margin_OOD_vs_06,number_margin_ID,number_margin_OOD,fo_class_margin_ID,fo_class_margin_OOD,binary_margin_ID,binary_margin_OOD,open_ended_margin_ID,open_ended_margin_OOD,multiple_choice_margin_ID,multiple_choice_margin_OOD,cell_aggregation_ID,cell_aggregation_OOD,cell_object_recognition_ID,cell_object_recognition_OOD,cell_temporal_grounding_ID
checkpoint-860,0.5291359302223895,-0.03757135494492547,0.4946714031971581,0.58025,0.15763765541740676,0.12050000000000005,-0.02749999999999994,0.05729166666666666,0.021116138763197567,0.2706521739130435,0.2182336182336182,0.09090909090909094,-0.021897810218978075,0.023489932885906062,0.22007722007722008,0.4333333333333334,0.2321428571428571,0.05340314136125657,0.008000000000000007,0.23533950617283955,0.21976470588235297,-1.0
checkpoint-1720,0.5641755727033881,-0.002531712463926805,0.5324156305506217,0.6155,0.19538188277087037,0.15575000000000006,0.007750000000000062,0.07552083333333334,0.019607843137254888,0.31739130434782614,0.27863247863247864,0.14204545454545459,0.03649635036496357,0.0738255033557047,0.23166023166023164,0.4777777777777778,0.25,0.0774869109947644,0.02400000000000002,0.28317901234567905,0.272,-1.0
checkpoint-2580,0.5610573044633793,-0.005649980703935631,0.5355239786856127,0.6055,0.19849023090586143,0.14575000000000005,-0.0022499999999999465,0.08072916666666666,0.010558069381598811,0.32608695652173914,0.2712250712250712,0.15909090909090917,0.021897810218978186,0.05033557046979875,0.193050193050193,0.46666666666666673,0.2767857142857143,0.08586387434554976,0.013333333333333308,0.2824074074074074,0.2625882352941177,-1.0
