run,arm,epoch,checkpoint,eval_set,n_eval,n_videos,n_heico_videos,ood_procedure_in_train,baseline_run,baseline_epoch,selected,bucket_mean,acc_ID,acc_OOD,margin_ID,margin_OOD,aggregation_ID,object_recognition_ID,aggregation_OOD,object_recognition_OOD,macro_f1_ID,macro_f1_OOD,d_bucket_mean_vs_42_same_epoch,stack_control
47_a2_ep5_v1,47_C_epochs,3,checkpoint-2703,8 held-out videos (1283 q),1283,8,2,False,42_merged_v1,3,False,0.6141529768193971,0.660455486542443,0.56125,0.26708074534161486,0.16875,0.5321888412017167,0.78,0.36342042755344417,0.7810026385224275,0.8528042461594554,0.8302980006105006,-0.012047023180602912,RED
47_a2_ep5_v1,47_C_epochs,4,checkpoint-3604,8 held-out videos (1283 q),1283,8,2,False,42_merged_v1,4,True,0.6468374965741815,0.6894409937888198,0.59875,0.2960662525879917,0.20625,0.5407725321888412,0.828,0.4085510688836104,0.8100263852242744,0.9032214150046176,0.8794710619710621,-0.027562503425818452,RED
