run,model,bucket_mean,acc_ID,acc_OOD,floor_ID,floor_OOD,margin_ID,margin_OOD,acc_fo_class,acc_number,acc_binary,acc_open_ended,acc_multiple_choice,n_questions,date,notes
06_vit_lora_v1,Qwen3-VL-8B-Instruct + LoRA r8 ViT+LLM (ckpt-1720),0.566707285167315,0.544404973357016,0.60775,0.3370337477797513,0.45975,0.20737122557726467,0.14800000000000002,0.6198130841121495,0.4250238777459408,0.787292817679558,0.6732495511669659,0.8118811881188119,6252,2026-07-18,"single variable vs 02-lora-sft: freeze_vit=False (LoRA also on model.visual.*). Pre-registered target is dice@2, in runs/06_vit_lora_v1/paired_delta.csv; per-arm A/B table in RESULTS_arms.csv."
