checkpoint,bucket_mean,acc_ID,acc_OOD,margin_ID,margin_OOD,number_margin_ID,number_margin_OOD,d_vs_06_ep1,d_vs_06_ep2,d_vs_14_ep3,d_vs_15_ep3
checkpoint-2580,0.5724246003908642,0.5595026642984015,0.6045,0.22246891651865014,0.14475000000000005,0.10677083333333334,0.0,0.03791355914481365,0.005717315223549235,0.011367295927484866,0.0024927890702529654
