arm,bucket_mean_ep1,bucket_mean_ep2,delta_ep1_minus_ep2,margin_ID,margin_OOD,number_margin_ID,number_margin_OOD
b0_baseline,0.5281870266760961,0.5486234489956542,-0.020436422319558112,0.15053285968028424,0.12350000000000005,0.04947916666666666,0.03167420814479638
b1_vit_lora,0.5345110412460505,0.566707285167315,-0.03219624392126441,0.1691829484902309,0.11875000000000002,0.07812500000000003,0.01508295625942685
