arm,trainable_params,bucket_mean,acc_bucket_object_recognition_ID,acc_bucket_object_recognition_OOD,acc_bucket_aggregation_ID,acc_bucket_aggregation_OOD,n_bucket_object_recognition_ID,n_bucket_object_recognition_OOD,n_bucket_aggregation_ID,n_bucket_aggregation_OOD,number_dice_at_2_ID,number_dice_at_2_OOD,fo_class_dice_at_2_ID,fo_class_dice_at_2_OOD,number_dice_at_3_ID,number_dice_at_3_OOD,fo_class_dice_at_3_ID,fo_class_dice_at_3_OOD,number_n_at_2_ID,number_n_at_2_OOD,number_n_at_3_ID,number_n_at_3_OOD,fo_class_n_at_2_ID,fo_class_n_at_2_OOD,fo_class_n_at_3_ID,fo_class_n_at_3_OOD,number_acc_at_2_ID,number_acc_at_2_OOD,number_acc_at_3_ID,number_acc_at_3_OOD,fo_class_acc_at_2_ID,fo_class_acc_at_2_OOD,fo_class_acc_at_3_ID,fo_class_acc_at_3_OOD,margin_ID,margin_OOD,n_templates_number_used,parse_fail_rate,eval_loss_ep1,eval_loss_ep2,eval_loss_ep3,lat_p50_s,lat_p99_s,acc_fmt_number,acc_fmt_fo_class
b0_baseline,21823488,0.5486234489956542,0.5972222222222222,0.6141176470588235,0.4167539267015707,0.5664,1296,2125,955,1875,1.7039473684210527,1.6975476839237058,1.7851851851851852,1.7256317689530687,2.1615384615384614,1.8767123287671232,1.9824561403508771,,152,367,130,146,270,277,57,0,0.4276315789473684,0.4822888283378747,0.24615384615384617,0.14383561643835616,0.4444444444444444,0.4368231046931408,0.07017543859649122,,0.18383658969804623,0.132,3,0.0,,,,0.17194539029151196,0.3536716015357521,0.43314231136580705,0.5876635514018692
b1_vit_lora,25673472,0.566707285167315,0.6373456790123457,0.644235294117647,0.418848167539267,0.5664,1296,2125,955,1875,1.763157894736842,1.8010899182561309,1.8185185185185184,1.7617328519855595,2.269230769230769,1.9863013698630136,2.0526315789473686,,152,367,130,146,270,277,57,0,0.34868421052631576,0.4768392370572207,0.2846153846153846,0.1232876712328767,0.5,0.4657039711191336,0.15789473684210525,,0.20737122557726467,0.14800000000000002,3,0.0,0.32042527,0.29251683,0.27824777,0.16980567201972005,0.35188209103420354,0.4250238777459408,0.6198130841121495
