checkpoint,bucket_mean,acc_ID,acc_OOD,margin_ID,margin_OOD,number_margin_ID,number_margin_OOD,malformed_rate
checkpoint-860,0.5273601065751102,0.5,0.57075,0.1629662522202487,0.11099999999999999,0.06640625000000003,0.022624434389140247,0.0
checkpoint-1720,0.5612103281471597,0.5390763765541741,0.60225,0.20204262877442275,0.14249999999999996,0.07682291666666666,0.011312217194570151,0.0
checkpoint-2580,0.5699318113206112,0.5612788632326821,0.59675,0.22424511545293074,0.137,0.11718750000000003,-0.005279034690799378,0.0
