run,model,bucket_mean,acc_ID,acc_OOD,floor_ID,floor_OOD,margin_ID,margin_OOD,acc_fo_class,acc_number,acc_binary,acc_open_ended,acc_multiple_choice,n_questions,date,notes
15_count_target_v1__checkpoint-2580,"Qwen3-VL-8B + LoRA r8 ViT+LLM, count target (checkpoint-2580)",0.5699318113206112,0.5612788632326821,0.59675,0.3370337477797513,0.45975,0.22424511545293074,0.137,0.6272897196261682,0.4250238777459408,0.7707182320441989,0.6463195691202872,0.8168316831683168,6252,2026-07-24,"single variable vs 06-vit-lora: the assistant target of answer_format==number rows becomes {""label"": L, ""counts"": N}; every other row byte-identical, swift argv identical. Row = checkpoint-2580 (ep3), the rung's best headline epoch. malformed_rate 0.0. Per-epoch detail in RESULTS_epochs.csv, per-template number margins in RESULTS_number_by_template.csv. VERDICT: no win under the ID-AND-OOD conjunction -- margin_ID +0.0169 but margin_OOD -0.0110 and number margin OOD -0.0053 (below floor), 0 of 10 paired cells exclude zero."
