run,arm,model,epoch,checkpoint,baseline_run,lr,lora_rank,lora_alpha,n_rows,trainable_params,train_hours,peak_vram_train_gib,train_loss,proxy_leaderboard,aggregation_ID,object_recognition_ID,bucket_mean,acc_ID,acc_OOD,margin_OOD,d_proxy_vs_baseline_same_epoch,d_margin_OOD_vs_baseline_same_epoch,paired_delta_ALL,paired_ci_ALL,paired_ALL_excludes_0,paired_delta_ID,paired_ci_ID,paired_ID_excludes_0,infer_latency_p99_s,infer_latency_max_s,timed_out,verdict
38_qwen36_27b_v1,27b_A2_verbatim,Qwen/Qwen3.6-27B,1,901_steps_1epoch,21_lr_2e4_v1 ep1 (checkpoint-901),0.0002,8,32,14415,62213888,3.17,52.72,0.06792,0.4643,0.3707,0.5579,0.5302,0.4787,0.5985,0.1388,-0.0344,-0.0255,-0.0334,"[-0.0642,-0.0027]",True,-0.0362,"[-0.0800,+0.0021]",False,1.599,4.809,0,NO-GO at A2-verbatim (pre-registered read fails on BOTH conditions)
