run,arm,epoch,checkpoint,lr,lora_rank,lora_alpha,proxy_leaderboard,aggregation_ID,object_recognition_ID,bucket_mean,acc_ID,acc_OOD,margin_ID,margin_OOD,number_margin_ID,number_margin_OOD,fo_class_macro_f1_ID,fo_class_macro_f1_OOD,clips_r_pooled,clips_bias,d_proxy_vs_18_same_epoch,d_margin_OOD_vs_18_same_epoch
21_lr_1e4_v1,A_lr,1,checkpoint-901,0.0001,8,32,0.5027721220347747,0.4052356020942408,0.6003086419753086,0.5607272374879756,0.5173179396092362,0.62225,0.1802841918294849,0.1624999999999999,0.07421875,-0.002262443438914,0.5639978738790958,0.6282131227041415,0.5537204267335996,-1.328928046989721,0.0151008338181113,0.0567499999999999
21_lr_1e4_v1,A_lr,2,checkpoint-1802,0.0001,8,32,0.567916181888695,0.4575916230366492,0.6782407407407407,0.6183816203561122,0.5848134991119005,0.67325,0.2477797513321492,0.2135,0.1315104166666666,0.0422322775263951,0.5815376534407771,0.6686232768942082,0.6306125790768685,-1.027900146842878,0.0605968424794777,0.07925
21_lr_1e4_v1,A_lr,3,checkpoint-2703,0.0001,8,32,0.590126688643268,0.4827225130890052,0.6975308641975309,0.6305378541255555,0.6065719360568383,0.67575,0.269538188277087,0.2159999999999999,0.1549479166666666,0.026395173453997,0.6905834258097526,0.6928724668531793,0.6588957814296085,-0.5785609397944196,0.0480309934716566,0.0705
